OrderID,OrderDate,PropertyID,ProductID,Quantity,City,Product,Price
79,13-01-2015,16,39,3,Denver,Alarm Clock,45
80,13-01-2015,8,85,1,Philadelphia,Low Chair,80
81,13-01-2015,2,75,2,Cincinnati,Small Plant,25
82,14-01-2015,7,60,1,Boston,Portable Drill,195
83,14-01-2015,20,53,1,San Francisco,Iron,20
84,14-01-2015,11,67,2,Atlanta,Adjustable Wrench,10
85,14-01-2015,20,65,1,San Francisco,Ladder,89
86,14-01-2015,6,94,1,Orlando,Monitor,70
87,14-01-2015,14,44,3,Nashville,Floor Lamp,55
88,14-01-2015,6,58,1,Orlando,Mirror,85
89,14-01-2015,9,59,3,Richmond,Screws,14
90,15-01-2015,13,84,1,New Orleans,Tall Chair,75
91,15-01-2015,16,16,3,Denver,Mouthwash,40
92,15-01-2015,2,58,3,Cincinnati,Mirror,85
93,15-01-2015,4,73,1,Seattle,Mop,15
94,15-01-2015,19,59,2,Los Angeles,Screws,14
95,15-01-2015,12,84,3,Dallas,Tall Chair,75
96,16-01-2015,3,92,3,Portland,Large Sign,20
97,16-01-2015,12,34,2,Dallas,Shower Curtain,5
98,16-01-2015,12,34,3,Dallas,Shower Curtain,5
99,16-01-2015,1,64,2,New York,Gaffer's Tape,27
100,16-01-2015,10,24,1,Arlington,Envelopes (Letter),24
101,16-01-2015,12,31,3,Dallas,Sticky Notes,20
102,16-01-2015,8,73,1,Philadelphia,Mop,15
103,17-01-2015,19,78,1,Los Angeles,Small Area Rug,20
104,17-01-2015,11,16,3,Atlanta,Mouthwash,40
105,17-01-2015,4,50,2,Seattle,Small Vase,33
106,17-01-2015,14,85,2,Nashville,Low Chair,80
107,17-01-2015,16,56,2,Denver,Telephone,38
108,18-01-2015,4,25,1,Seattle,Envelopes (Legal),28
109,18-01-2015,13,90,2,New Orleans,Luggage Cart,138
110,18-01-2015,3,72,2,Portland,Nails,12
111,18-01-2015,3,39,2,Portland,Alarm Clock,45
112,18-01-2015,15,10,1,Chicago,Toilet Paper,19
113,18-01-2015,15,15,3,Chicago,Drinking Glass,24
114,18-01-2015,3,75,1,Portland,Small Plant,25
115,19-01-2015,10,4,2,Arlington,Shampoo,40
116,19-01-2015,8,47,2,Philadelphia,Swivel Chair,75
117,19-01-2015,15,34,3,Chicago,Shower Curtain,5
118,20-01-2015,13,10,2,New Orleans,Toilet Paper,19
119,20-01-2015,17,79,2,Las Vegas,Coffee Table,103
120,20-01-2015,19,72,3,Los Angeles,Nails,12
121,20-01-2015,5,5,2,Kansas City,Moisturizer,40
122,20-01-2015,13,7,3,New Orleans,Hand Soap,35
123,21-01-2015,20,22,1,San Francisco,Paper Clips,3
124,21-01-2015,10,2,2,Arlington,Hand Towel,5
125,21-01-2015,11,3,3,Atlanta,Washcloth,3
126,21-01-2015,16,45,3,Denver,Computer Desk,102
127,21-01-2015,18,91,1,Phoenix,Small Sign,14
128,21-01-2015,11,41,2,Atlanta,Office Chair,85
129,22-01-2015,2,39,1,Cincinnati,Alarm Clock,45
130,22-01-2015,1,56,3,New York,Telephone,38
131,22-01-2015,4,59,3,Seattle,Screws,14
132,22-01-2015,11,67,3,Atlanta,Adjustable Wrench,10
133,22-01-2015,9,29,3,Richmond,Erasable Markers,6
134,22-01-2015,6,37,2,Orlando,Bed (King),300
135,22-01-2015,4,38,1,Seattle,Bed (Double),250
136,22-01-2015,15,36,3,Chicago,Armoire,115
137,22-01-2015,15,66,1,Chicago,Wood Glue,21
138,22-01-2015,8,61,2,Philadelphia,Tape Measure,8
139,23-01-2015,8,2,3,Philadelphia,Hand Towel,5
140,23-01-2015,17,78,1,Las Vegas,Small Area Rug,20
141,23-01-2015,11,14,3,Atlanta,Pillowcase,15
142,23-01-2015,17,88,1,Las Vegas,Serving Tray,6
143,23-01-2015,14,16,1,Nashville,Mouthwash,40
144,23-01-2015,9,49,3,Richmond,Large Vase,27
145,23-01-2015,5,69,3,Kansas City,Door Knob,41
146,23-01-2015,17,16,1,Las Vegas,Mouthwash,40
147,23-01-2015,8,68,3,Philadelphia,Window Screen,30
148,23-01-2015,3,69,2,Portland,Door Knob,41
149,23-01-2015,8,73,1,Philadelphia,Mop,15
150,24-01-2015,2,45,3,Cincinnati,Computer Desk,102
151,24-01-2015,18,77,2,Phoenix,Large Area Rug,40
152,24-01-2015,10,93,2,Arlington,Terminal,85
153,24-01-2015,17,50,3,Las Vegas,Small Vase,33
154,24-01-2015,20,14,1,San Francisco,Pillowcase,15
155,24-01-2015,1,52,3,New York,Ironing Board,18
156,24-01-2015,19,6,3,Los Angeles,Conditioner,40
157,24-01-2015,9,56,2,Richmond,Telephone,38
158,24-01-2015,14,37,3,Nashville,Bed (King),300
159,25-01-2015,9,90,3,Richmond,Luggage Cart,138
160,25-01-2015,4,65,1,Seattle,Ladder,89
161,25-01-2015,18,58,2,Phoenix,Mirror,85
162,25-01-2015,9,24,2,Richmond,Envelopes (Letter),24
163,25-01-2015,17,41,2,Las Vegas,Office Chair,85
164,25-01-2015,13,50,2,New Orleans,Small Vase,33
165,25-01-2015,4,93,3,Seattle,Terminal,85
166,25-01-2015,16,82,3,Denver,Business Cards,60
167,25-01-2015,8,13,3,Philadelphia,Bed Sheet (Double),20
168,26-01-2015,13,42,1,New Orleans,Reading Chair,70
169,26-01-2015,8,90,2,Philadelphia,Luggage Cart,138
170,26-01-2015,12,14,1,Dallas,Pillowcase,15
171,26-01-2015,7,9,1,Boston,Tissues,14
172,26-01-2015,15,27,2,Chicago,Invisible Tape,8
173,27-01-2015,17,92,2,Las Vegas,Large Sign,20
174,27-01-2015,19,38,1,Los Angeles,Bed (Double),250
175,27-01-2015,20,87,3,San Francisco,End Table,30
176,27-01-2015,6,1,1,Orlando,Large Towel,9
177,27-01-2015,20,67,2,San Francisco,Adjustable Wrench,10
178,27-01-2015,2,52,3,Cincinnati,Ironing Board,18
179,27-01-2015,20,68,1,San Francisco,Window Screen,30
180,27-01-2015,19,56,2,Los Angeles,Telephone,38
181,27-01-2015,13,81,3,New Orleans,Flyer Holder,3
182,27-01-2015,5,72,2,Kansas City,Nails,12
183,27-01-2015,9,16,2,Richmond,Mouthwash,40
184,28-01-2015,5,51,2,Kansas City,Painting,85
185,28-01-2015,2,24,1,Cincinnati,Envelopes (Letter),24
186,28-01-2015,6,35,1,Orlando,Tissue Box,25
187,28-01-2015,20,11,3,San Francisco,Shower Cap,10
188,28-01-2015,10,3,2,Arlington,Washcloth,3
189,29-01-2015,14,64,1,Nashville,Gaffer's Tape,27
190,29-01-2015,12,6,2,Dallas,Conditioner,40
191,29-01-2015,17,70,1,Las Vegas,Door Lock,117
192,29-01-2015,13,60,2,New Orleans,Portable Drill,195
193,30-01-2015,18,68,2,Phoenix,Window Screen,30
194,30-01-2015,17,62,1,Las Vegas,Leaf Blower,202
195,30-01-2015,8,36,1,Philadelphia,Armoire,115
196,30-01-2015,12,71,2,Dallas,Hammer,17
197,30-01-2015,12,54,2,Dallas,Chest of Drawers,150
198,30-01-2015,13,52,1,New Orleans,Ironing Board,18
199,30-01-2015,20,58,3,San Francisco,Mirror,85
200,31-01-2015,16,25,2,Denver,Envelopes (Legal),28
201,31-01-2015,14,27,3,Nashville,Invisible Tape,8
202,31-01-2015,10,5,1,Arlington,Moisturizer,40
203,01-02-2015,18,11,2,Phoenix,Shower Cap,10
204,01-02-2015,15,65,2,Chicago,Ladder,89
205,02-02-2015,1,42,3,New York,Reading Chair,70
206,02-02-2015,18,2,2,Phoenix,Hand Towel,5
207,02-02-2015,7,53,1,Boston,Iron,20
208,02-02-2015,4,8,1,Seattle,Bath Soap,35
209,02-02-2015,2,63,1,Cincinnati,Duct Tape,27
210,02-02-2015,1,3,3,New York,Washcloth,3
211,02-02-2015,17,75,3,Las Vegas,Small Plant,25
212,02-02-2015,3,36,2,Portland,Armoire,115
213,03-02-2015,3,33,3,Portland,Towel Rack,10
214,03-02-2015,14,58,3,Nashville,Mirror,85
215,03-02-2015,5,39,1,Kansas City,Alarm Clock,45
216,03-02-2015,3,54,2,Portland,Chest of Drawers,150
217,03-02-2015,19,81,1,Los Angeles,Flyer Holder,3
218,03-02-2015,17,94,2,Las Vegas,Monitor,70
219,04-02-2015,1,2,3,New York,Hand Towel,5
220,04-02-2015,12,36,2,Dallas,Armoire,115
221,04-02-2015,1,53,3,New York,Iron,20
222,05-02-2015,10,22,2,Arlington,Paper Clips,3
223,05-02-2015,1,6,3,New York,Conditioner,40
224,05-02-2015,3,72,1,Portland,Nails,12
225,05-02-2015,2,9,1,Cincinnati,Tissues,14
226,06-02-2015,8,80,3,Philadelphia,Poster Stand,27
227,06-02-2015,7,46,1,Boston,Safe,115
228,06-02-2015,8,71,2,Philadelphia,Hammer,17
229,06-02-2015,15,30,2,Chicago,Permanent Markers,6
230,07-02-2015,4,39,2,Seattle,Alarm Clock,45
231,08-02-2015,3,36,1,Portland,Armoire,115
232,08-02-2015,10,29,1,Arlington,Erasable Markers,6
233,08-02-2015,9,64,1,Richmond,Gaffer's Tape,27
234,08-02-2015,13,58,1,New Orleans,Mirror,85
235,08-02-2015,1,5,1,New York,Moisturizer,40
236,08-02-2015,20,74,3,San Francisco,Large Plant,35
237,08-02-2015,7,33,2,Boston,Towel Rack,10
238,09-02-2015,4,36,3,Seattle,Armoire,115
239,09-02-2015,17,34,3,Las Vegas,Shower Curtain,5
240,09-02-2015,3,67,1,Portland,Adjustable Wrench,10
241,09-02-2015,20,93,1,San Francisco,Terminal,85
242,09-02-2015,2,69,2,Cincinnati,Door Knob,41
243,09-02-2015,7,53,2,Boston,Iron,20
244,10-02-2015,16,40,1,Denver,Coffee Maker,119
245,10-02-2015,19,15,3,Los Angeles,Drinking Glass,24
246,10-02-2015,16,92,1,Denver,Large Sign,20
247,10-02-2015,16,39,1,Denver,Alarm Clock,45
248,10-02-2015,16,19,2,Denver,Light Bulb,17
249,10-02-2015,5,49,3,Kansas City,Large Vase,27
250,10-02-2015,14,50,2,Nashville,Small Vase,33
251,10-02-2015,14,66,1,Nashville,Wood Glue,21
252,11-02-2015,14,30,1,Nashville,Permanent Markers,6
253,11-02-2015,5,12,3,Kansas City,Bed Sheet (King),29
254,11-02-2015,7,31,1,Boston,Sticky Notes,20
255,11-02-2015,11,78,3,Atlanta,Small Area Rug,20
256,11-02-2015,9,42,1,Richmond,Reading Chair,70
257,11-02-2015,20,65,2,San Francisco,Ladder,89
258,11-02-2015,6,61,2,Orlando,Tape Measure,8
259,11-02-2015,5,89,2,Kansas City,Photograph,45
260,11-02-2015,14,47,2,Nashville,Swivel Chair,75
261,11-02-2015,17,38,2,Las Vegas,Bed (Double),250
262,12-02-2015,12,19,2,Dallas,Light Bulb,17
263,12-02-2015,12,37,2,Dallas,Bed (King),300
264,12-02-2015,13,55,2,New Orleans,Television,200
265,12-02-2015,14,2,2,Nashville,Hand Towel,5
266,12-02-2015,8,91,1,Philadelphia,Small Sign,14
267,12-02-2015,10,55,1,Arlington,Television,200
268,12-02-2015,5,55,2,Kansas City,Television,200
269,13-02-2015,7,49,3,Boston,Large Vase,27
270,13-02-2015,8,81,2,Philadelphia,Flyer Holder,3
271,13-02-2015,10,86,2,Arlington,Sofa,215
272,13-02-2015,9,38,2,Richmond,Bed (Double),250
273,13-02-2015,12,58,3,Dallas,Mirror,85
274,13-02-2015,5,49,1,Kansas City,Large Vase,27
275,13-02-2015,8,72,3,Philadelphia,Nails,12
276,13-02-2015,19,91,2,Los Angeles,Small Sign,14
277,13-02-2015,12,75,2,Dallas,Small Plant,25
278,13-02-2015,1,84,1,New York,Tall Chair,75
279,14-02-2015,6,51,3,Orlando,Painting,85
280,14-02-2015,5,5,2,Kansas City,Moisturizer,40
281,14-02-2015,14,44,1,Nashville,Floor Lamp,55
282,14-02-2015,20,6,2,San Francisco,Conditioner,40
283,14-02-2015,3,61,2,Portland,Tape Measure,8
284,14-02-2015,15,17,3,Chicago,Clothes Hanger,18
285,14-02-2015,7,44,2,Boston,Floor Lamp,55
286,15-02-2015,13,93,1,New Orleans,Terminal,85
287,15-02-2015,18,21,3,Phoenix,Printer Paper,50
288,15-02-2015,16,48,2,Denver,Side Table,40
289,15-02-2015,10,40,2,Arlington,Coffee Maker,119
290,15-02-2015,11,9,1,Atlanta,Tissues,14
291,15-02-2015,10,12,1,Arlington,Bed Sheet (King),29
292,15-02-2015,8,90,3,Philadelphia,Luggage Cart,138
293,15-02-2015,12,38,2,Dallas,Bed (Double),250
294,16-02-2015,19,63,3,Los Angeles,Duct Tape,27
295,16-02-2015,18,51,2,Phoenix,Painting,85
296,16-02-2015,16,70,3,Denver,Door Lock,117
297,16-02-2015,18,61,2,Phoenix,Tape Measure,8
298,16-02-2015,12,14,1,Dallas,Pillowcase,15
299,16-02-2015,4,4,2,Seattle,Shampoo,40
300,16-02-2015,20,80,3,San Francisco,Poster Stand,27
301,16-02-2015,20,33,1,San Francisco,Towel Rack,10
302,17-02-2015,17,65,2,Las Vegas,Ladder,89
303,17-02-2015,16,35,3,Denver,Tissue Box,25
304,17-02-2015,8,67,1,Philadelphia,Adjustable Wrench,10
305,17-02-2015,4,47,2,Seattle,Swivel Chair,75
306,17-02-2015,10,87,3,Arlington,End Table,30
307,17-02-2015,19,77,1,Los Angeles,Large Area Rug,40
308,17-02-2015,12,27,3,Dallas,Invisible Tape,8
309,17-02-2015,12,60,1,Dallas,Portable Drill,195
310,18-02-2015,5,79,2,Kansas City,Coffee Table,103
311,18-02-2015,17,4,3,Las Vegas,Shampoo,40
312,18-02-2015,7,15,2,Boston,Drinking Glass,24
313,18-02-2015,5,61,1,Kansas City,Tape Measure,8
314,18-02-2015,15,38,1,Chicago,Bed (Double),250
315,19-02-2015,20,75,3,San Francisco,Small Plant,25
316,19-02-2015,9,34,1,Richmond,Shower Curtain,5
317,19-02-2015,13,94,1,New Orleans,Monitor,70
318,19-02-2015,15,69,3,Chicago,Door Knob,41
319,19-02-2015,3,9,2,Portland,Tissues,14
320,19-02-2015,3,43,1,Portland,Table Lamp,38
321,20-02-2015,18,21,3,Phoenix,Printer Paper,50
322,20-02-2015,18,18,1,Phoenix,Coffee Cup,24
323,20-02-2015,15,73,2,Chicago,Mop,15
324,20-02-2015,12,18,1,Dallas,Coffee Cup,24
325,20-02-2015,18,23,1,Phoenix,Printer Toner,85
326,20-02-2015,18,67,2,Phoenix,Adjustable Wrench,10
327,20-02-2015,1,34,1,New York,Shower Curtain,5
328,20-02-2015,9,8,2,Richmond,Bath Soap,35
329,20-02-2015,10,84,3,Arlington,Tall Chair,75
330,20-02-2015,14,61,2,Nashville,Tape Measure,8
331,20-02-2015,10,91,1,Arlington,Small Sign,14
332,20-02-2015,5,55,1,Kansas City,Television,200
333,21-02-2015,18,12,1,Phoenix,Bed Sheet (King),29
334,21-02-2015,4,8,2,Seattle,Bath Soap,35
335,21-02-2015,12,63,3,Dallas,Duct Tape,27
336,21-02-2015,6,43,3,Orlando,Table Lamp,38
337,21-02-2015,8,18,1,Philadelphia,Coffee Cup,24
338,21-02-2015,5,62,3,Kansas City,Leaf Blower,202
339,21-02-2015,7,14,2,Boston,Pillowcase,15
340,21-02-2015,17,36,3,Las Vegas,Armoire,115
341,21-02-2015,19,29,3,Los Angeles,Erasable Markers,6
342,21-02-2015,4,8,2,Seattle,Bath Soap,35
343,21-02-2015,3,18,1,Portland,Coffee Cup,24
344,22-02-2015,12,69,1,Dallas,Door Knob,41
345,22-02-2015,20,42,1,San Francisco,Reading Chair,70
346,22-02-2015,5,84,1,Kansas City,Tall Chair,75
347,22-02-2015,8,85,2,Philadelphia,Low Chair,80
348,22-02-2015,2,24,1,Cincinnati,Envelopes (Letter),24
349,22-02-2015,7,81,1,Boston,Flyer Holder,3
350,22-02-2015,20,54,3,San Francisco,Chest of Drawers,150
351,22-02-2015,8,5,1,Philadelphia,Moisturizer,40
352,23-02-2015,2,3,1,Cincinnati,Washcloth,3
353,23-02-2015,5,39,1,Kansas City,Alarm Clock,45
354,23-02-2015,16,34,1,Denver,Shower Curtain,5
355,23-02-2015,5,76,2,Kansas City,Ficus,80
356,24-02-2015,16,28,3,Denver,Staples,8
357,24-02-2015,11,61,1,Atlanta,Tape Measure,8
358,24-02-2015,13,42,1,New Orleans,Reading Chair,70
359,24-02-2015,9,46,1,Richmond,Safe,115
360,24-02-2015,6,24,3,Orlando,Envelopes (Letter),24
361,24-02-2015,7,72,2,Boston,Nails,12
362,24-02-2015,2,21,3,Cincinnati,Printer Paper,50
363,24-02-2015,12,88,2,Dallas,Serving Tray,6
364,24-02-2015,20,25,1,San Francisco,Envelopes (Legal),28
365,24-02-2015,16,2,2,Denver,Hand Towel,5
366,24-02-2015,4,16,3,Seattle,Mouthwash,40
367,24-02-2015,15,61,3,Chicago,Tape Measure,8
368,25-02-2015,3,89,2,Portland,Photograph,45
369,25-02-2015,7,38,3,Boston,Bed (Double),250
370,25-02-2015,6,3,1,Orlando,Washcloth,3
371,25-02-2015,17,64,2,Las Vegas,Gaffer's Tape,27
372,26-02-2015,9,67,2,Richmond,Adjustable Wrench,10
373,26-02-2015,6,27,3,Orlando,Invisible Tape,8
374,26-02-2015,9,17,3,Richmond,Clothes Hanger,18
375,26-02-2015,4,63,2,Seattle,Duct Tape,27
376,26-02-2015,10,52,2,Arlington,Ironing Board,18
377,27-02-2015,16,9,1,Denver,Tissues,14
378,27-02-2015,5,41,3,Kansas City,Office Chair,85
379,27-02-2015,2,4,3,Cincinnati,Shampoo,40
380,27-02-2015,9,65,2,Richmond,Ladder,89
381,27-02-2015,16,90,1,Denver,Luggage Cart,138
382,27-02-2015,8,70,1,Philadelphia,Door Lock,117
383,27-02-2015,20,47,1,San Francisco,Swivel Chair,75
384,27-02-2015,9,87,1,Richmond,End Table,30
385,27-02-2015,15,45,3,Chicago,Computer Desk,102
386,27-02-2015,6,7,1,Orlando,Hand Soap,35
387,27-02-2015,20,33,3,San Francisco,Towel Rack,10
388,27-02-2015,20,62,3,San Francisco,Leaf Blower,202
389,28-02-2015,8,16,1,Philadelphia,Mouthwash,40
390,28-02-2015,14,64,2,Nashville,Gaffer's Tape,27
391,28-02-2015,7,74,1,Boston,Large Plant,35
392,28-02-2015,2,90,3,Cincinnati,Luggage Cart,138
393,28-02-2015,8,22,3,Philadelphia,Paper Clips,3
394,28-02-2015,4,36,3,Seattle,Armoire,115
395,28-02-2015,9,26,2,Richmond,Envelopes (Catalog),13
396,28-02-2015,8,22,3,Philadelphia,Paper Clips,3
397,01-03-2015,8,55,1,Philadelphia,Television,200
398,01-03-2015,4,60,3,Seattle,Portable Drill,195
399,01-03-2015,12,13,2,Dallas,Bed Sheet (Double),20
400,01-03-2015,11,7,2,Atlanta,Hand Soap,35
401,01-03-2015,7,94,1,Boston,Monitor,70
402,01-03-2015,16,93,1,Denver,Terminal,85
403,01-03-2015,13,76,2,New Orleans,Ficus,80
404,02-03-2015,9,35,1,Richmond,Tissue Box,25
405,02-03-2015,2,73,1,Cincinnati,Mop,15
406,02-03-2015,20,57,2,San Francisco,Wireless Router,70
407,02-03-2015,9,6,1,Richmond,Conditioner,40
408,02-03-2015,13,51,3,New Orleans,Painting,85
409,02-03-2015,13,56,1,New Orleans,Telephone,38
410,02-03-2015,15,32,3,Chicago,Note Pads,14
411,03-03-2015,16,30,1,Denver,Permanent Markers,6
412,03-03-2015,17,29,1,Las Vegas,Erasable Markers,6
413,03-03-2015,11,49,3,Atlanta,Large Vase,27
414,03-03-2015,9,46,2,Richmond,Safe,115
415,03-03-2015,11,76,1,Atlanta,Ficus,80
416,03-03-2015,15,59,3,Chicago,Screws,14
417,03-03-2015,8,16,1,Philadelphia,Mouthwash,40
418,03-03-2015,14,5,1,Nashville,Moisturizer,40
419,03-03-2015,11,12,1,Atlanta,Bed Sheet (King),29
420,03-03-2015,19,93,2,Los Angeles,Terminal,85
421,03-03-2015,19,48,3,Los Angeles,Side Table,40
422,04-03-2015,13,75,2,New Orleans,Small Plant,25
423,04-03-2015,4,22,1,Seattle,Paper Clips,3
424,04-03-2015,8,15,3,Philadelphia,Drinking Glass,24
425,04-03-2015,14,45,1,Nashville,Computer Desk,102
426,04-03-2015,7,76,3,Boston,Ficus,80
427,04-03-2015,1,87,2,New York,End Table,30
428,05-03-2015,14,23,2,Nashville,Printer Toner,85
429,05-03-2015,9,83,3,Richmond,Bar Stool,60
430,05-03-2015,6,67,3,Orlando,Adjustable Wrench,10
431,05-03-2015,17,87,2,Las Vegas,End Table,30
432,06-03-2015,19,36,1,Los Angeles,Armoire,115
433,06-03-2015,1,88,2,New York,Serving Tray,6
434,06-03-2015,11,36,2,Atlanta,Armoire,115
435,06-03-2015,8,25,2,Philadelphia,Envelopes (Legal),28
436,06-03-2015,13,44,3,New Orleans,Floor Lamp,55
437,06-03-2015,1,78,3,New York,Small Area Rug,20
438,06-03-2015,7,30,3,Boston,Permanent Markers,6
439,06-03-2015,5,78,2,Kansas City,Small Area Rug,20
440,07-03-2015,20,54,3,San Francisco,Chest of Drawers,150
441,07-03-2015,6,19,3,Orlando,Light Bulb,17
442,07-03-2015,16,30,2,Denver,Permanent Markers,6
443,07-03-2015,18,29,3,Phoenix,Erasable Markers,6
444,07-03-2015,10,3,3,Arlington,Washcloth,3
445,07-03-2015,3,67,1,Portland,Adjustable Wrench,10
446,08-03-2015,18,44,2,Phoenix,Floor Lamp,55
447,08-03-2015,11,10,3,Atlanta,Toilet Paper,19
448,08-03-2015,8,85,1,Philadelphia,Low Chair,80
449,08-03-2015,11,61,2,Atlanta,Tape Measure,8
450,08-03-2015,14,53,1,Nashville,Iron,20
451,08-03-2015,5,4,3,Kansas City,Shampoo,40
452,09-03-2015,12,55,2,Dallas,Television,200
453,09-03-2015,7,41,3,Boston,Office Chair,85
454,09-03-2015,20,10,2,San Francisco,Toilet Paper,19
455,09-03-2015,2,59,3,Cincinnati,Screws,14
456,10-03-2015,5,73,2,Kansas City,Mop,15
457,10-03-2015,2,90,1,Cincinnati,Luggage Cart,138
458,10-03-2015,20,22,2,San Francisco,Paper Clips,3
459,11-03-2015,17,80,2,Las Vegas,Poster Stand,27
460,11-03-2015,4,15,1,Seattle,Drinking Glass,24
461,11-03-2015,8,53,1,Philadelphia,Iron,20
462,11-03-2015,20,18,3,San Francisco,Coffee Cup,24
463,11-03-2015,19,2,2,Los Angeles,Hand Towel,5
464,12-03-2015,19,83,3,Los Angeles,Bar Stool,60
465,12-03-2015,1,15,2,New York,Drinking Glass,24
466,12-03-2015,8,6,2,Philadelphia,Conditioner,40
467,12-03-2015,18,48,3,Phoenix,Side Table,40
468,13-03-2015,1,14,2,New York,Pillowcase,15
469,13-03-2015,11,47,3,Atlanta,Swivel Chair,75
470,13-03-2015,6,46,2,Orlando,Safe,115
471,13-03-2015,12,73,2,Dallas,Mop,15
472,13-03-2015,19,77,3,Los Angeles,Large Area Rug,40
473,13-03-2015,11,81,3,Atlanta,Flyer Holder,3
474,14-03-2015,8,19,2,Philadelphia,Light Bulb,17
475,14-03-2015,13,91,2,New Orleans,Small Sign,14
476,14-03-2015,4,89,1,Seattle,Photograph,45
477,14-03-2015,2,14,2,Cincinnati,Pillowcase,15
